word,gt_end_s,audio_time_at_commit_s,model_processing_ms,total_output_time_s,latency_ms
itself,6.51,6.54975,21.617403021082282,6.571367403021083,61.3674030210829
slowly,7.1,7.029,19.724802114069462,7.048724802114069,-51.27519788593027
and,7.72,7.9875,20.98040282726288,8.008480402827264,288.48040282726384
to,7.82,7.9875,20.98040282726288,8.008480402827264,188.4804028272633
spread,8.24,8.307,19.744805991649628,8.32674480599165,86.7448059916498
abroad,8.79,8.78625,22.816745098680258,8.809066745098681,19.066745098681892
its,8.97,9.10575,20.588309969753027,9.126338309969753,156.33830996975286
widening,9.56,9.585,22.562145022675395,9.607562145022676,47.56214502267575
a,0.63,0.9585,29.475093819200993,0.987975093819201,357.975093819201
cold,1.16,1.278,26.30033902823925,1.3043003390282393,144.30033902823936
lucid,1.81,2.07675,19.707355182617903,2.096457355182618,286.45735518261796
indifference,2.62,2.71575,22.29413902387023,2.73804413902387,118.04413902387
reigned,3.14,3.35475,23.48430990241468,3.378234309902415,238.23430990241468
in,3.24,3.5145,25.170780019834638,3.5396707800198346,299.6707800198344
his,3.42,3.5145,25.170780019834638,3.5396707800198346,119.67078001983467
soul,3.9,3.99375,24.78517685085535,4.018535176850856,118.53517685085579
the,0.63,1.11825,29.73144594579935,1.1479814459457993,517.9814459457994
chaos,1.22,1.43775,22.719744127243757,1.4604697441272438,240.46974412724387
in,1.35,1.5975,23.762241005897522,1.6212622410058974,271.26224100589735
which,1.56,1.5975,23.762241005897522,1.6212622410058974,61.26224100589739
his,1.76,1.75725,22.468195063993335,1.7797181950639933,19.718195063993306
ardour,2.24,2.39625,22.382238879799843,2.4186322388798,178.63223887979984
extinguished,2.96,3.03525,19.432055996730924,3.054682055996731,94.68205599673097
itself,3.41,3.35475,20.524316001683474,3.3752743160016836,-34.72568399831655
was,3.62,3.67425,19.18965787626803,3.693439657876268,73.43965787626772
a,3.71,3.99375,19.294305006042123,4.0130443050060425,303.0443050060425
cold,4.41,4.473,20.244973013177514,4.493244973013177,83.24497301317723
indifferent,5.11,5.27175,20.539214834570885,5.292289214834571,182.2892148345705
knowledge,5.79,5.751,20.082555012777448,5.771082555012778,-18.917444987222254
of,5.88,6.0705,19.155089044943452,6.0896550890449435,209.65508904494357
himself,6.48,6.39,18.58991803601384,6.4085899180360135,-71.4100819639869
at,0.62,0.79875,30.08747799322009,0.82883747799322,208.83747799322006
most,1.07,1.11825,29.58700410090387,1.1478370041009038,77.83700410090377
by,1.64,1.917,24.093365063890815,1.9410933650638909,301.09336506389093
an,1.79,1.917,24.093365063890815,1.9410933650638909,151.09336506389081
alms,2.22,2.39625,23.834332823753357,2.4200843328237536,200.08433282375339
given,2.53,2.556,22.90090499445796,2.578900904994458,48.9009049944582
to,2.73,2.71575,23.055742029100657,2.7388057420291005,8.80574202910056
a,2.79,3.35475,24.96315399184823,3.3797131539918484,589.7131539918483
beggar,3.34,3.35475,24.96315399184823,3.3797131539918484,39.71315399184849
whose,3.59,3.67425,23.99892103858292,3.6982489210385827,108.24892103858286
blessing,4.0,4.1535,21.91164600662887,4.175411646006629,175.41164600662907
he,4.17,4.31325,23.162555880844593,4.336412555880845,166.4125558808447
fled,4.47,4.63275,23.45907990820706,4.656209079908207,186.209079908207
from,4.81,4.7925,22.358357906341553,4.814858357906342,4.85835790634237
he,5.47,5.59125,21.396942203864455,5.612646942203864,142.6469422038643
might,5.74,5.751,21.405644016340375,5.772405644016341,32.405644016340496
hope,6.1,6.23025,21.418645977973938,6.251668645977974,151.66864597797414
wearily,6.63,6.7095,22.648997139185667,6.732148997139186,102.14899713918601
to,6.78,6.86925,21.586584858596325,6.890836584858596,110.83658485859615
win,7.05,7.3485,25.064670015126467,7.373564670015126,323.56467001512624
for,7.22,7.3485,25.064670015126467,7.373564670015126,153.5646700151263
himself,7.75,7.668,22.877156967297196,7.690877156967297,-59.122843032702654
some,8.37,8.46675,22.186273941770196,8.48893627394177,118.93627394177031
measure,8.78,8.946,22.34667493030429,8.968346674930304,188.34667493030466
of,8.92,9.10575,22.638084134086967,9.128388084134087,208.38808413408748
actual,9.5,9.585,23.133640876039863,9.60813364087604,108.13364087604072
grace,10.07,10.06425,21.68930694460869,10.085939306944608,15.939306944607878
well,0.71,1.11825,30.64215392805636,1.1488921539280563,438.89215392805636
now,0.97,1.11825,30.64215392805636,1.1488921539280563,178.89215392805636
i,1.59,1.917,21.61567797884345,1.9386156779788435,348.6156779788434
declare,2.11,2.2365,21.427868166938424,2.2579278681669384,147.92786816693848
you,2.24,2.39625,21.24745794571936,2.4174974579457196,177.49745794571936
have,2.43,2.556,22.6993290707469,2.578699329070747,148.69932907074678
a,2.52,2.71575,21.350861061364412,2.7371008610613643,217.10086106136427
head,2.93,3.03525,21.84692700393498,3.057096927003935,127.09692700393482
and,3.15,3.195,21.171719068661332,3.216171719068661,66.17171906866126
so,3.36,3.5145,21.787267876788974,3.536287267876789,176.28726787678906
has,3.58,3.67425,22.368515841662884,3.6966185158416627,116.6185158416626
my,3.78,3.834,21.1913560051471,3.855191356005147,75.19135600514737
stick,4.21,4.31325,23.53707212023437,4.336787072120234,126.78707212023443
on,0.7,1.11825,29.36166781000793,1.147611667810008,447.61166781000793
saturday,1.14,1.278,27.651267824694514,1.3056512678246945,165.65126782469463
when,1.9,2.07675,23.372917901724577,2.1001229179017247,200.12291790172475
the,1.99,2.2365,23.16436218097806,2.259664362180978,269.664362180978
sodality,2.63,2.8755,23.53331306949258,2.8990333130694927,269.03331306949286
met,2.98,3.195,25.12575895525515,3.220125758955255,240.125758955255
in,3.06,3.195,25.12575895525515,3.220125758955255,160.12575895525492
the,3.15,3.35475,24.7054030187428,3.379455403018743,229.455403018743
chapel,3.66,3.67425,25.06668004207313,3.699316680042073,39.31668004207278
to,3.84,3.99375,23.590318858623505,4.017340318858624,177.34031885862402
recite,4.28,4.31325,23.899046005681157,4.337149046005681,57.14904600568094
the,4.37,4.63275,23.936273995786905,4.656686273995787,286.6862739957865
little,4.62,4.63275,23.936273995786905,4.656686273995787,36.6862739957865
office,5.1,5.112,20.239060977473855,5.132239060977474,32.23906097747431
his,5.71,5.751,20.483773900195956,5.771483773900196,61.483773900196326
place,6.13,6.0705,18.94869888201356,6.089448698882014,-40.55130111798633
was,6.3,6.39,18.919938942417502,6.408919938942417,108.91993894241736
a,6.38,6.86925,20.884474040940404,6.8901344740409405,510.1344740409406
kneeling,7.45,7.50825,20.839323988184333,7.529089323988185,79.08932398818447
desk,7.85,7.9875,20.966558950021863,8.008466558950023,158.46655895002294
at,7.93,8.14725,18.856015987694263,8.166106015987694,236.1060159876942
the,8.06,8.307,18.728570081293583,8.325728570081294,265.72857008129347
right,8.33,8.46675,18.74266704544425,8.485492667045444,155.4926670454435
of,8.42,8.6265,19.91603197529912,8.6464160319753,226.41603197529923
the,8.56,8.6265,19.91603197529912,8.6464160319753,86.41603197529868
altar,9.01,9.10575,19.870384130626917,9.125620384130627,115.62038413062758
from,9.27,9.42525,18.77100602723658,9.444021006027237,174.02100602723715
which,9.5,9.585,18.720531836152077,9.603720531836153,103.72053183615293
he,9.61,9.74475,18.871673848479986,9.76362167384848,153.62167384848036
led,9.91,10.06425,19.678781973198056,10.083928781973198,173.92878197319737
his,10.12,10.224,18.681287998333573,10.242681287998334,122.68128799833455
wing,10.35,10.5435,20.96644905395806,10.564466449053958,214.46644905395829
of,10.45,10.5435,20.96644905395806,10.564466449053958,114.46644905395864
boys,10.88,10.863,19.94534907862544,10.882945349078625,2.9453490786242043
through,11.14,11.1825,18.680732930079103,11.201180732930078,61.18073293007775
the,11.25,11.34225,18.65807897411287,11.360908078974113,110.90807897411281
her,0.7,0.79875,28.493668884038925,0.8272436688840389,127.24366888403893
eyes,1.06,1.11825,28.654622146859765,1.1469046221468597,86.90462214685968
seemed,1.45,1.5975,20.650075981393456,1.6181500759813934,168.15007598139343
to,1.55,1.75725,20.393696846440434,1.7776436968464404,227.64369684644038
regard,1.98,1.917,20.252308109775186,1.9372523081097752,-42.74769189022476
him,2.23,2.2365,20.58806805871427,2.257088068058714,27.08806805871422
with,2.43,2.556,20.13814216479659,2.5761381421647966,146.13814216479648
mild,2.82,3.03525,18.68769689463079,3.053937696894631,233.93769689463096
pity,3.22,3.195,21.3872529566288,3.2163872529566286,-3.612747043371556
her,3.86,3.99375,20.88266611099243,4.014632666110993,154.63266611099291
holiness,4.5,4.473,20.76419396325946,4.493764193963259,-6.2358060367406765
a,4.89,5.27175,20.439703948795795,5.292189703948796,402.189703948796
strange,5.45,5.59125,20.743326051160693,5.61199332605116,161.99332605116012
light,5.89,5.91075,20.4117929097265,5.931161792909727,41.16179290972699
glowing,6.27,6.39,20.905946847051382,6.410905946847051,140.9059468470515
faintly,6.75,6.86925,20.987679017707705,6.890237679017708,140.2376790177078
upon,7.07,7.029,21.793508902192116,7.050793508902192,-19.206491097808254
her,7.22,7.3485,18.666846910491586,7.367166846910491,147.16684691049142
frail,7.77,7.9875,17.003538087010384,8.004503538087011,234.50353808701152
flesh,8.31,8.307,20.31767601147294,8.327317676011473,17.317676011472827
did,8.8,8.946,17.847005045041442,8.963847005045041,163.84700504504048
not,9.02,9.10575,17.84171792678535,9.123591717926786,103.59171792678623
the,9.8,10.06425,17.82313990406692,10.082073139904066,282.07313990406567
sinner,10.22,10.38375,19.834439968690276,10.40358443996869,183.5844399686888
who,10.42,10.5435,18.083791015669703,10.56158379101567,141.58379101566965
approached,10.88,11.02275,18.334685126319528,11.04108468512632,161.08468512631902
her,11.12,11.1825,20.025808131322265,11.202525808131321,82.52580813132226
if,0.73,0.79875,30.792983015999198,0.8295429830159992,99.54298301599917
ever,0.94,1.11825,29.38526589423418,1.1476352658942341,207.6352658942342
he,1.12,1.278,25.159871904179454,1.3031598719041795,183.15987190417937
was,1.34,1.43775,22.37926796078682,1.460129267960787,120.12926796078682
impelled,1.86,1.917,24.16563918814063,1.9411656391881407,81.16563918814057
to,1.99,2.07675,22.20230712555349,2.0989523071255536,108.95230712555359
cast,2.43,2.556,20.86000400595367,2.5768600040059537,146.86000400595356
sin,2.74,2.8755,23.421368096023798,2.898921368096024,158.92136809602374
from,3.02,3.03525,20.250198198482394,3.0555001981984824,35.50019819848238
him,3.3,3.35475,20.420219050720334,3.3751702190507205,75.17021905072063
and,3.46,3.67425,23.580132983624935,3.6978301329836247,237.83013298362476
to,3.57,3.67425,23.580132983624935,3.6978301329836247,127.83013298362489
repent,4.1,4.1535,20.723091904073954,4.174223091904074,74.2230919040745
the,4.77,4.7925,20.668806973844767,4.813168806973845,43.16880697384562
impulse,5.2,5.27175,23.278006119653583,5.2950280061196535,95.02800611965334
that,5.37,5.4315,22.09540084004402,5.453595400840044,83.59540084004368
moved,5.71,5.91075,22.140810964629054,5.932890810964629,222.89081096462925
him,5.95,6.0705,21.855846978724003,6.092355846978724,142.35584697872383
was,6.14,6.23025,22.855067159980536,6.25310506715998,113.1050671599807
the,6.25,6.39,22.52471586689353,6.412524715866893,162.52471586689322
wish,6.52,6.7095,22.49386114999652,6.731993861149997,211.9938611499972
to,6.65,6.7095,22.49386114999652,6.731993861149997,81.9938611499964
be,6.83,6.86925,21.819096989929676,6.89106909698993,61.06909698992968
her,7.06,7.3485,21.094388095661998,7.369594388095662,309.594388095662
knight,7.52,7.50825,25.702001992613077,7.533952001992613,13.952001992613816
he,0.47,0.639,24.250010959804058,0.6632500109598041,193.2500109598041
tried,0.76,0.79875,26.14881913177669,0.8248988191317767,64.89881913177665
to,0.84,0.9585,24.362249998375773,0.9828622499983758,142.86224999837583
think,1.25,1.278,25.626068003475666,1.3036260680034757,53.626068003475694
how,1.46,1.5975,18.95540300756693,1.6164554030075668,156.45540300756687
it,1.55,1.75725,19.970310851931572,1.7772203108519316,227.22031085193152
could,1.72,1.75725,19.970310851931572,1.7772203108519316,57.22031085193158
be,2.11,1.917,18.708589021116495,1.9357085890211165,-174.29141097888333
but,0.25,0.3195,30.25507600978017,0.3497550760097802,99.75507600978017
the,0.38,0.47925,29.29991390556097,0.5085499139055609,128.5499139055609
dusk,0.83,0.79875,32.761798007413745,0.8315117980074137,1.511798007413745
in,1.63,1.75725,21.466742968186736,1.7787167429681867,148.71674296818682
the,1.73,2.07675,21.556113846600056,2.0983061138466,368.30611384660017
covered,3.0,3.03525,24.233264150097966,3.059483264150098,59.483264150097966
over,3.25,3.35475,21.32443292066455,3.3760744329206647,126.07443292066466
his,3.44,3.5145,21.5236300136894,3.5360236300136894,96.02363001368941
thoughts,3.98,3.99375,21.244453033432364,4.014994453033433,34.994453033432734
the,4.86,4.95225,21.73760812729597,4.973987608127296,113.98760812729591
bell,5.16,5.4315,19.760646857321262,5.451260646857321,291.2606468573209
rang,5.54,5.59125,22.636346984654665,5.613886346984654,73.88634698465424
then,0.46,0.639,28.825327986851335,0.6678253279868513,207.82532798685133
you,0.52,0.79875,28.23596610687673,0.8269859661068767,306.9859661068767
can,0.7,0.9585,28.07995514012873,0.9865799551401288,286.5799551401288
ask,0.98,1.11825,28.317490126937628,1.1465674901269376,166.5674901269376
him,1.1,1.278,23.504608077928424,1.3015046080779284,201.50460807792837
on,1.74,1.917,21.544789895415306,1.9385447898954153,198.54478989541536
the,1.84,2.07675,20.10651701129973,2.0968565170113,256.85651701129973
catechism,2.48,2.71575,20.420301938429475,2.7361703019384294,256.17030193842936
stephen,1.06,1.278,22.716766921803355,1.3007167669218034,240.71676692180333
leaning,1.85,1.917,24.632606888189912,1.94163260688819,91.63260688818985
back,2.27,2.39625,22.158669074997306,2.4184086690749975,148.4086690749975
and,2.4,2.71575,22.517727920785546,2.7382677279207854,338.26772792078555
drawing,2.81,2.8755,24.067843100056052,2.899567843100056,89.56784310005617
idly,3.27,3.5145,24.194581899791956,3.538694581899792,268.6945818997919
on,3.4,3.5145,24.194581899791956,3.538694581899792,138.694581899792
his,3.56,3.67425,22.998966043815017,3.697248966043815,137.24896604381476
scribbler,4.12,4.31325,22.07246795296669,4.335322467952967,215.3224679529666
listened,4.85,4.95225,23.68166809901595,4.975931668099016,125.93166809901658
to,5.06,5.27175,22.887422004714608,5.2946374220047145,234.63742200471495
the,5.16,5.27175,22.887422004714608,5.2946374220047145,134.6374220047144
talk,5.49,5.751,19.733142806217074,5.770733142806217,280.7331428062172
about,5.82,5.91075,23.43807090073824,5.934188070900738,114.18807090073813
him,6.12,6.0705,21.880623884499073,6.092380623884499,-27.619376115501026
which,6.38,6.39,22.4124810192734,6.412412481019273,32.41248101927319
heron,6.8,7.029,20.22984903305769,7.049229849033058,249.22984903305777
checked,7.19,7.3485,23.549754172563553,7.372049754172563,182.04975417256276
from,7.38,7.50825,21.869329968467355,7.530119329968468,150.11932996846778
time,7.66,7.668,22.044343873858452,7.690044343873859,30.04434387385846
to,7.74,7.82775,22.386605152860284,7.85013660515286,110.13660515286006
time,8.11,8.14725,23.10651890002191,8.170356518900022,60.35651890002214
by,8.31,8.46675,22.7206249255687,8.489470624925568,179.47062492556753
saying,8.7,8.78625,23.296680999919772,8.80954668099992,109.54668099992126
it,0.66,0.79875,27.818231843411922,0.8265682318434119,166.56823184341187
was,0.78,0.9585,28.829141054302454,0.9873291410543025,207.32914105430245
strange,1.39,1.43775,20.997850922867656,1.4587478509228677,68.74785092286784
too,1.76,1.75725,22.07793085835874,1.7793279308583587,19.327930858358712
that,2.21,2.39625,22.396591026335955,2.418646591026336,208.6465910263362
he,2.32,2.39625,22.396591026335955,2.418646591026336,98.64659102633632
found,2.77,2.71575,20.61171713285148,2.7363617171328514,-33.63828286714865
an,2.91,3.03525,25.033467216417193,3.060283467216417,150.28346721641705
arid,3.3,3.5145,23.45744101330638,3.5379574410133063,237.95744101330652
pleasure,3.81,3.834,21.19595999829471,3.855195959998295,45.19595999829473
in,3.98,4.1535,21.147042978554964,4.174647042978555,194.64704297855516
following,4.56,4.63275,20.958324195817113,4.653708324195817,93.7083241958172
up,4.79,4.95225,20.37632605060935,4.97262632605061,182.62632605060958
to,4.91,5.112,21.823426010087132,5.133823426010087,223.82342601008708
the,5.06,5.112,21.823426010087132,5.133823426010087,73.82342601008762
end,5.46,5.59125,22.491194074973464,5.613741194074973,153.74119407497312
the,5.84,6.0705,21.62116696126759,6.092121166961268,252.12116696126773
rigid,6.21,6.39,21.441651973873377,6.411441651973873,201.4416519738731
lines,6.73,6.86925,21.743971155956388,6.8909939711559565,160.99397115595605
of,6.84,7.029,22.99363911151886,7.051993639111519,211.99363911151892
the,6.93,7.029,22.99363911151886,7.051993639111519,121.99363911151906
of,7.62,7.82775,22.97259191982448,7.8507225919198245,230.72259191982437
the,7.71,7.82775,22.97259191982448,7.8507225919198245,140.7225919198245
church,8.13,8.14725,21.53864107094705,8.168788641070947,38.78864107094593
and,8.62,8.78625,20.933517022058368,8.80718351702206,187.18351702205993
into,9.71,9.74475,21.033379016444087,9.765783379016444,55.783379016443035
silences,11.09,11.02275,24.94473708793521,11.047694737087935,-42.30526291206438
only,11.53,11.502,24.184845853596926,11.526184845853598,-3.815154146401767
to,11.67,11.8215,22.91624597273767,11.844416245972738,174.41624597273807
hear,12.18,12.141,23.394586984068155,12.164394586984068,-15.605413015931546
and,12.38,12.4605,21.69248601421714,12.482192486014217,102.19248601421604
feel,12.84,12.78,21.66430512443185,12.801664305124431,-38.33569487556865
the,12.92,13.25925,22.127109114080667,13.28137710911408,361.3771091140805
more,13.15,13.419,22.340895142406225,13.441340895142407,291.34089514240634
deeply,13.64,13.7385,22.110984195023775,13.760610984195024,120.61098419502336
his,13.92,14.058,23.082135012373328,14.081082135012373,161.08213501237321
own,14.25,14.21775,22.311918903142214,14.240061918903143,-9.938081096857232
condemnation,15.17,15.17625,19.645501859486103,15.195895501859486,25.895501859485748
the,0.64,0.79875,30.080765020102262,0.8288307650201022,188.8307650201022
sentence,1.13,1.278,23.115886142477393,1.3011158861424774,171.11588614247754
of,1.27,1.43775,20.3894788865,1.4581394788865,188.13947888650006
saint,1.62,1.75725,22.748300107195973,1.779998300107196,159.99830010719586
james,2.08,2.2365,20.170737989246845,2.2566707379892468,176.6707379892467
which,2.61,2.71575,20.41811915114522,2.736168119151145,126.16811915114523
says,2.99,3.03525,21.502989111468196,3.056752989111468,66.75298911146798
that,3.17,3.195,20.010792883113027,3.215010792883113,45.01079288311294
he,3.47,3.5145,20.79657302238047,3.5352965730223804,65.29657302238023
who,3.73,3.834,20.659225061535835,3.854659225061536,124.65922506153592
offends,4.22,4.31325,23.840306093916297,4.337090306093916,117.09030609391658
against,4.62,4.63275,20.322605036199093,4.653072605036199,33.07260503619869
one,4.89,5.112,20.96323505975306,5.132963235059753,242.9632350597535
commandment,5.48,5.59125,20.18193993717432,5.611431939937174,131.4319399371735
becomes,5.88,6.0705,20.951960934326053,6.091451960934326,211.45196093432617
guilty,6.31,6.39,23.649811977520585,6.41364981197752,103.64981197752066
of,6.46,6.54975,21.12466306425631,6.570874663064257,110.87466306425675
all,6.91,7.029,21.45124296657741,7.050451242966577,140.45124296657718
had,7.37,7.50825,20.40975890122354,7.528659758901224,158.65975890122374
seemed,7.72,7.82775,22.441036067903042,7.850191036067903,130.19103606790327
to,7.81,7.9875,21.588244009763002,8.009088244009764,199.0882440097641
him,8.11,8.14725,22.18796801753342,8.169437968017533,59.43796801753365
first,8.58,8.6265,22.165782982483506,8.648665782982484,68.66578298248349
a,8.7,9.10575,21.601674146950245,9.12735167414695,427.3516741469514
swollen,9.31,9.42525,23.475755006074905,9.448725755006075,138.72575500607454
phrase,9.76,9.9045,24.536577984690666,9.929036577984691,169.0365779846914
until,10.44,10.5435,22.50392804853618,10.566003928048536,126.00392804853655
he,10.62,10.70325,20.604674005880952,10.723854674005882,103.85467400588233
had,10.79,10.863,20.646108081564307,10.883646108081564,93.6461080815647
begun,11.2,11.1825,23.403213126584888,11.205903213126584,5.9032131265848165
to,11.33,11.502,21.19067800231278,11.523190678002313,193.19067800231338
in,11.82,11.98125,22.834978066384792,12.004084978066384,184.0849780663838
the,11.94,12.141,21.456551970914006,12.162456551970914,222.45655197091452
darkness,12.46,12.4605,21.008012117817998,12.481508012117818,21.508012117816833
of,12.54,12.78,22.147021954879165,12.802147021954879,262.1470219548794
his,12.74,12.78,22.147021954879165,12.802147021954879,62.14702195487831
own,12.99,12.93975,20.91337484307587,12.960663374843076,-29.336625156924256
state,13.49,13.57875,22.274762857705355,13.601024762857705,111.02476285770457
if,0.6,0.79875,31.203837133944035,0.829953837133944,229.953837133944
a,0.67,0.9585,29.15527089498937,0.9876552708949894,317.65527089498937
man,0.92,1.11825,29.141713865101337,1.1473917138651013,227.39171386510125
