word,gt_end_s,audio_time_at_commit_s,model_processing_ms,total_output_time_s,latency_ms
you,1.4,1.5975,19.227723823860288,1.6167277238238602,216.7277238238603
his,1.76,1.917,19.0001898445189,1.936000189844519,176.00018984451893
belly,2.12,2.39625,19.000717904418707,2.415250717904419,295.2507179044188
counselled,2.64,2.8755,19.37349489890039,2.8948734948989006,254.87349489890045
him,2.86,3.03525,19.012012984603643,3.0542620129846036,194.26201298460376
after,0.73,0.79875,24.15686403401196,0.8229068640340119,92.90686403401193
early,1.04,1.278,24.572565918788314,1.3025725659187883,262.5725659187883
the,1.9,2.07675,19.49056307785213,2.0962405630778522,196.2405630778523
yellow,2.16,2.39625,19.40676011145115,2.4156567601114514,255.6567601114512
lamps,2.59,2.71575,20.27026005089283,2.7360202600508927,146.02026005089286
would,2.76,2.8755,19.47274897247553,2.8949727489724757,134.9727489724759
light,3.07,3.195,19.305964931845665,3.2143059649318455,144.30596493184566
up,3.27,3.35475,19.418060081079602,3.3741680600810797,104.1680600810797
here,3.52,3.67425,19.522842951118946,3.6937728429511187,173.77284295111872
and,3.66,3.834,19.29833204485476,3.853298332044855,193.2983320448547
there,4.09,3.99375,19.636353943496943,4.013386353943497,-76.61364605650256
the,4.21,4.473,19.537131069228053,4.492537131069228,282.53713106922794
squalid,4.78,4.95225,24.960695998743176,4.977210695998743,197.21069599874318
quarter,5.31,5.59125,21.936293924227357,5.613186293924227,303.18629392422736
of,5.42,5.59125,21.936293924227357,5.613186293924227,193.18629392422704
the,5.5,5.59125,21.936293924227357,5.613186293924227,113.18629392422696
bertie,1.28,1.43775,21.59416489303112,1.4593441648930312,179.34416489303118
any,1.46,1.75725,22.136877989396453,1.7793868779893964,319.38687798939645
good,1.77,1.917,21.5102129150182,1.9385102129150182,168.51021291501823
in,1.85,2.2365,21.873064804822206,2.258373064804822,408.37306480482204
your,1.99,2.2365,21.873064804822206,2.258373064804822,268.37306480482215
mind,2.48,2.39625,21.107369102537632,2.417357369102538,-62.64263089746214
number,0.65,1.278,24.86470201984048,1.3028647020198405,652.8647020198405
ten,1.24,1.278,24.86470201984048,1.3028647020198405,62.864702019840514
fresh,1.93,2.556,20.404885057359934,2.57640488505736,646.40488505736
is,2.55,2.8755,19.282494904473424,2.8947824949044736,344.78249490447377
waiting,2.9,3.03525,20.341649185866117,3.055591649185866,155.5916491858662
on,3.1,3.195,19.475172040984035,3.214475172040984,114.47517204098378
you,3.4,3.5145,20.505536114796996,3.535005536114797,135.00553611479705
night,4.49,4.63275,20.275737158954144,4.653025737158954,163.02573715895363
husband,5.07,4.95225,20.754518918693066,4.973004518918693,-96.99548108130696
the,0.51,0.79875,25.52792802453041,0.8242779280245304,314.27792802453035
music,0.92,0.9585,27.08278805948794,0.985582788059488,65.58278805948791
came,1.17,1.278,23.511877981945872,1.301511877981946,131.51187798194596
and,1.88,2.07675,20.772848976776004,2.097522848976776,217.5228489767762
he,2.0,2.07675,20.772848976776004,2.097522848976776,97.5228489767761
recalled,2.53,2.556,21.602916065603495,2.5776029160656035,47.602916065603736
the,2.63,2.8755,19.72407498396933,2.8952240749839695,265.2240749839696
words,3.21,3.195,20.507650915533304,3.215507650915533,5.50765091553318
the,3.68,3.834,20.358170848339796,3.85435817084834,174.3581708483397
words,4.09,4.1535,23.128714878112078,4.176628714878112,86.62871487811242
of,4.18,4.31325,21.01814281195402,4.334268142811954,154.26814281195433
shelley's,4.74,4.95225,22.14854396879673,4.974398543968797,234.3985439687968
fragment,5.28,5.59125,20.761308958753943,5.6120113089587536,332.0113089587533
upon,5.56,5.59125,20.761308958753943,5.6120113089587536,52.01130895875394
the,5.65,5.91075,20.34855494275689,5.931098554942757,281.0985549427567
moon,6.11,6.0705,20.719096064567566,6.091219096064568,-18.780903935432747
wandering,6.68,6.7095,22.991697071120143,6.73249169707112,52.49169707112067
companionless,7.57,7.668,19.754411885514855,7.687754411885515,117.75441188551471
pale,8.33,8.46675,20.884163910523057,8.487634163910522,157.63416391052232
for,8.53,8.6265,19.800897920504212,8.646300897920504,116.30089792050491
weariness,9.26,9.2655,19.88632115535438,9.285386321155354,25.386321155353997
the,0.66,0.79875,23.711042944341898,0.8224610429443419,162.46104294434184
dull,0.95,1.278,24.12304002791643,1.3021230400279165,352.1230400279165
light,1.41,1.43775,22.988301003351808,1.460738301003352,50.73830100335197
fell,1.71,1.917,20.28340194374323,1.9372834019437433,227.2834019437433
more,1.94,2.07675,18.873966997489333,2.0956239669974894,155.62396699748948
faintly,2.46,2.556,20.507180131971836,2.576507180131972,116.50718013197192
upon,2.76,2.8755,21.488975966349244,2.8969889759663494,136.9889759663496
the,2.84,3.03525,20.470483927056193,3.055720483927056,215.72048392705634
page,3.4,3.5145,21.526487777009606,3.5360264877770096,136.02648777700966
another,4.22,4.1535,19.99684702605009,4.17349684702605,-46.50315297394947
equation,4.85,5.27175,21.81665599346161,5.2935666559934615,443.5666559934619
began,5.29,5.27175,21.81665599346161,5.2935666559934615,3.5666559934615094
to,5.48,5.59125,20.490413065999746,5.611740413065999,131.74041306599892
unfold,6.01,6.0705,20.91125794686377,6.091411257946864,81.411257946864
itself,6.51,6.54975,22.504118038341403,6.572254118038342,62.25411803834202
slowly,7.1,7.029,19.66817700304091,7.048668177003041,-51.33182299695882
and,7.72,7.9875,20.304800011217594,8.007804800011218,287.80480001121856
to,7.82,7.9875,20.304800011217594,8.007804800011218,187.80480001121802
spread,8.24,8.307,20.35295101813972,8.32735295101814,87.35295101813989
abroad,8.79,8.78625,25.02226992510259,8.811272269925103,21.272269925104226
its,8.97,9.10575,20.797858014702797,9.126547858014703,156.54785801470263
widening,9.56,9.585,21.621107822284102,9.606621107822285,46.62110782228446
a,0.63,0.9585,23.476135917007923,0.9819761359170079,351.9761359170079
cold,1.16,1.278,45.109422178938985,1.323109422178939,163.1094221789391
lucid,1.81,2.39625,21.563690854236484,2.4178136908542367,607.8136908542366
indifference,2.62,2.71575,19.170352956280112,2.73492035295628,114.92035295627988
reigned,3.14,3.35475,20.9807010833174,3.3757307010833175,235.7307010833174
in,3.24,3.5145,19.835755927488208,3.534335755927488,294.335755927488
his,3.42,3.5145,19.835755927488208,3.534335755927488,114.33575592748824
soul,3.9,3.99375,18.849984975531697,4.012599984975532,112.59998497553214
the,0.63,1.11825,23.132311878725886,1.1413823118787259,511.38231187872583
chaos,1.22,1.43775,22.883539088070393,1.4606335390880705,240.6335390880705
in,1.35,1.5975,19.76226596161723,1.6172622659616172,267.26226596161706
which,1.56,1.5975,19.76226596161723,1.6172622659616172,57.262265961617096
his,1.76,1.75725,18.958484986796975,1.776208484986797,16.208484986796947
ardour,2.24,2.39625,19.239705987274647,2.415489705987275,175.48970598727465
extinguished,2.96,3.03525,19.08909995108843,3.0543390999510884,94.33909995108847
itself,3.41,3.35475,20.500020822510123,3.3752500208225102,-34.7499791774899
was,3.62,3.67425,20.18575998954475,3.6944357599895445,74.43575998954444
a,3.71,3.99375,20.101628033444285,4.013851628033445,303.8516280334447
cold,4.41,4.473,21.295917918905616,4.4942959179189055,84.29591791890533
indifferent,5.11,5.27175,20.508514950051904,5.292258514950052,182.2585149500515
knowledge,5.79,5.751,20.012766122817993,5.771012766122818,-18.98723387718171
of,5.88,6.0705,18.935211934149265,6.089435211934149,209.43521193414938
himself,6.48,6.39,19.217091146856546,6.409217091146856,-70.78290885314419
at,0.62,0.79875,23.610454984009266,0.8223604549840092,202.36045498400924
most,1.07,1.11825,23.24967598542571,1.1414996759854257,71.49967598542561
by,1.64,1.917,19.98724089935422,1.9369872408993543,296.98724089935433
an,1.79,1.917,19.98724089935422,1.9369872408993543,146.98724089935422
alms,2.22,2.39625,19.906144123524427,2.4161561441235246,196.15614412352446
given,2.53,2.556,20.85176110267639,2.5768517611026764,46.85176110267663
to,2.73,2.71575,19.552645971998572,2.7353026459719985,5.302645971998476
a,2.79,3.35475,21.600326988846064,3.376350326988846,586.3503269888462
beggar,3.34,3.35475,21.600326988846064,3.376350326988846,36.35032698884633
whose,3.59,3.67425,20.29115683399141,3.694541156833991,104.54115683399135
blessing,4.0,4.1535,19.420205149799585,4.1729202051498,172.92020514979978
he,4.17,4.31325,19.84277507290244,4.3330927750729025,163.09277507290255
fled,4.47,4.63275,22.25957904011011,4.65500957904011,185.00957904011005
from,4.81,4.7925,20.425711991265416,4.812925711991266,2.9257119912662333
he,5.47,5.59125,20.138364983722568,5.611388364983722,141.38836498372243
might,5.74,5.751,20.17269190400839,5.771172691904009,31.17269190400851
hope,6.1,6.23025,19.050019094720483,6.24930001909472,149.30001909472068
wearily,6.63,6.7095,19.132487010210752,6.728632487010211,98.6324870102111
to,6.78,6.86925,18.773042131215334,6.888023042131215,108.02304213121516
win,7.05,7.3485,21.000334061682224,7.369500334061682,319.500334061682
for,7.22,7.3485,21.000334061682224,7.369500334061682,149.50033406168205
himself,7.75,7.668,19.614392891526222,7.687614392891526,-62.38560710847363
some,8.37,8.46675,19.04631615616381,8.485796316156163,115.79631615616393
measure,8.78,8.946,18.838435877114534,8.964838435877114,184.8384358771149
of,8.92,9.10575,19.012485165148973,9.12476248516515,204.76248516514949
actual,9.5,9.585,18.949439050629735,9.60394943905063,103.94943905063059
grace,10.07,10.06425,18.924857955425978,10.083174857955425,13.174857955425168
well,0.71,1.11825,24.663723073899746,1.1429137230738997,432.91372307389975
now,0.97,1.11825,24.663723073899746,1.1429137230738997,172.91372307389975
i,1.59,1.917,19.42854095250368,1.9364285409525037,346.4285409525036
declare,2.11,2.2365,20.170368952676654,2.2566703689526766,146.6703689526767
you,2.24,2.39625,20.208891946822405,2.4164588919468226,176.4588919468224
have,2.43,2.556,19.866436021402478,2.5758664360214025,145.86643602140236
a,2.52,2.71575,19.702927907928824,2.7354529279079287,215.45292790792868
head,2.93,3.03525,19.391051027923822,3.054641051027924,124.64105102792367
and,3.15,3.195,19.650688162073493,3.2146506881620733,64.65068816207342
so,3.36,3.5145,20.596076035872102,3.535096076035872,175.0960760358722
has,3.58,3.67425,21.28586987964809,3.695535869879648,115.5358698796478
my,3.78,3.834,20.999946165829897,3.85499994616583,74.99994616583017
stick,4.21,4.31325,23.512057028710842,4.336762057028711,126.7620570287109
on,0.7,1.11825,23.66533293388784,1.1419153329338878,441.91533293388784
saturday,1.14,1.278,26.452105958014727,1.3044521059580148,164.45210595801484
when,1.9,2.07675,19.02106706984341,2.0957710670698435,195.77106706984358
the,1.99,2.2365,18.93780496902764,2.2554378049690276,265.4378049690276
sodality,2.63,2.8755,18.844374921172857,2.894344374921173,264.34437492117314
met,2.98,3.195,20.462451968342066,3.215462451968342,235.46245196834192
in,3.06,3.195,20.462451968342066,3.215462451968342,155.46245196834184
the,3.15,3.35475,20.05614689551294,3.374806146895513,224.80614689551314
chapel,3.66,3.67425,22.557222982868552,3.6968072229828683,36.807222982868204
to,3.84,3.99375,20.29721299186349,4.014047212991864,174.047212991864
recite,4.28,4.31325,21.296615013852715,4.334546615013853,54.546615013852495
the,4.37,4.63275,21.298428997397423,4.654048428997397,284.048428997397
little,4.62,4.63275,21.298428997397423,4.654048428997397,34.04842899739702
office,5.1,5.112,19.33491602540016,5.1313349160254,31.334916025400616
his,5.71,5.751,23.547824937850237,5.774547824937851,64.5478249378506
place,6.13,6.0705,19.478881964460015,6.08997888196446,-40.02111803553987
was,6.3,6.39,18.896861001849174,6.408896861001849,108.89686100184903
a,6.38,6.86925,21.187399048358202,6.890437399048358,510.4373990483584
kneeling,7.45,7.50825,21.40874112956226,7.529658741129563,79.6587411295624
desk,7.85,7.9875,23.461448960006237,8.010961448960007,160.96144896000732
at,7.93,8.14725,20.46626596711576,8.167716265967115,237.7162659671157
the,8.06,8.307,20.65829001367092,8.327658290013671,267.6582900136708
right,8.33,8.46675,20.45936184003949,8.487209361840039,157.20936184003875
of,8.42,8.6265,21.523226983845234,8.648023226983845,228.02322698384535
the,8.56,8.6265,21.523226983845234,8.648023226983845,88.0232269838448
altar,9.01,9.10575,21.749696927145123,9.127499696927146,117.49969692714579
from,9.27,9.42525,20.314265973865986,9.445564265973866,175.56426597386655
which,9.5,9.585,20.273253088817,9.605273253088818,105.27325308881785
he,9.61,9.74475,20.189774921163917,9.764939774921164,154.9397749211643
led,9.91,10.06425,21.705294027924538,10.085955294027924,175.95529402792386
his,10.12,10.224,20.106428069993854,10.244106428069994,124.10642806999483
wing,10.35,10.5435,23.184682009741664,10.566684682009742,216.6846820097419
of,10.45,10.5435,23.184682009741664,10.566684682009742,116.68468200974225
boys,10.88,10.863,22.73098099976778,10.885730980999767,5.730980999766544
through,11.14,11.1825,20.511906128376722,11.203011906128376,63.01190612837537
the,11.25,11.34225,19.609234994277358,11.361859234994277,111.8592349942773
responses,12.02,11.98125,20.199171034619212,12.001449171034619,-18.550828965381072
her,0.7,0.79875,23.460200056433678,0.8222102000564336,122.21020005643368
eyes,1.06,1.11825,24.036939023062587,1.1422869390230626,82.2869390230625
seemed,1.45,1.5975,18.760761944577098,1.616260761944577,166.26076194457707
to,1.55,1.75725,18.86195014230907,1.776111950142309,226.111950142309
regard,1.98,1.917,18.886803882196546,1.9358868038821966,-44.1131961178034
him,2.23,2.2365,18.907479010522366,2.2554074790105223,25.407479010522316
with,2.43,2.556,18.824663013219833,2.57482466301322,144.82466301321972
mild,2.82,3.195,19.822571892291307,3.214822571892291,394.8225718922913
pity,3.22,3.195,19.822571892291307,3.214822571892291,-5.177428107709048
her,3.86,3.99375,18.878048053011298,4.012628048053012,152.62804805301178
holiness,4.5,4.473,18.892394145950675,4.4918923941459505,-8.10760585404946
a,4.89,5.27175,20.237701945006847,5.291987701945007,401.9877019450071
strange,5.45,5.59125,20.151490811258554,5.611401490811258,161.401490811258
light,5.89,5.91075,20.138707011938095,5.930888707011938,40.888707011938585
glowing,6.27,6.39,19.959584809839725,6.409959584809839,139.95958480983984
faintly,6.75,6.86925,19.005169859156013,6.888255169859156,138.2551698591561
upon,7.07,7.029,19.98897409066558,7.0489889740906655,-21.01102590933479
her,7.22,7.3485,18.771278904750943,7.3672712789047505,147.27127890475077
frail,7.77,8.307,20.864264108240604,8.327864264108241,557.8642641082414
flesh,8.31,8.307,20.864264108240604,8.327864264108241,17.86426410824049
did,8.8,8.946,19.32696206495166,8.965326962064951,165.3269620649507
not,9.02,9.10575,19.023572094738483,9.124773572094739,104.77357209473936
humiliate,9.68,9.74475,20.49430296756327,9.765244302967563,85.24430296756336
the,9.8,10.06425,18.797402968630195,10.08304740296863,283.04740296862894
sinner,10.22,10.38375,19.851505057886243,10.403601505057885,183.60150505788476
who,10.42,10.5435,19.457679009065032,10.562957679009065,142.95767900906498
approached,10.88,11.02275,18.8616078812629,11.041611607881263,161.6116078812624
her,11.12,11.1825,18.83510104380548,11.201335101043805,81.33510104380548
if,0.73,0.79875,28.359950054436922,0.8271099500544369,97.1099500544369
ever,0.94,1.11825,27.273035142570734,1.1455230351425707,205.52303514257076
he,1.12,1.278,26.51212294586003,1.30451212294586,184.51212294585994
was,1.34,1.43775,21.27299294807017,1.4590229929480703,119.02299294807017
impelled,1.86,1.917,23.03119213320315,1.9400311921332032,80.03119213320309
to,1.99,2.07675,20.40836401283741,2.0971583640128375,107.15836401283751
cast,2.43,2.556,20.3680160921067,2.5763680160921067,146.3680160921066
sin,2.74,2.8755,22.910411935299635,2.8984104119353,158.41041193529958
from,3.02,3.03525,19.67074698768556,3.0549207469876856,34.92074698768555
him,3.3,3.35475,19.587064860388637,3.3743370648603888,74.33706486038894
and,3.46,3.67425,20.962418988347054,3.695212418988347,235.21241898834688
to,3.57,3.67425,20.962418988347054,3.695212418988347,125.21241898834701
repent,4.1,4.1535,20.107625052332878,4.173607625052333,73.60762505233342
the,4.77,4.7925,19.768596859648824,4.812268596859649,42.268596859649676
impulse,5.2,5.27175,22.56087912246585,5.294310879122466,94.31087912246561
that,5.37,5.4315,21.795437904074788,5.453295437904075,83.29543790407445
moved,5.71,5.91075,21.66743390262127,5.932417433902621,222.41743390262147
him,5.95,6.0705,21.25754696317017,6.09175754696317,141.75754696317
was,6.14,6.23025,21.284220041707158,6.251534220041707,111.53422004170733
the,6.25,6.39,20.872811088338494,6.410872811088338,160.87281108833818
wish,6.52,6.7095,19.729312043637037,6.729229312043637,209.22931204363772
to,6.65,6.7095,19.729312043637037,6.729229312043637,79.22931204363692
be,6.83,6.86925,19.7507799603045,6.889000779960305,59.000779960304506
her,7.06,7.3485,19.756591878831387,7.368256591878831,308.2565918788314
knight,7.52,7.50825,23.26332312077284,7.531513323120773,11.513323120773578
he,0.47,0.639,24.027190869674087,0.6630271908696741,193.02719086967411
tried,0.76,0.79875,28.218978084623814,0.8269689780846238,66.96897808462377
to,0.84,0.9585,25.676139863207936,0.984176139863208,144.176139863208
think,1.25,1.278,25.196169037371874,1.303196169037372,53.1961690373719
how,1.46,1.5975,19.465453922748566,1.6169654539227485,156.9654539227485
it,1.55,1.75725,20.799210062250495,1.7780492100622505,228.04921006225044
could,1.72,1.75725,20.799210062250495,1.7780492100622505,58.0492100622505
be,2.11,1.917,19.51868017204106,1.936518680172041,-173.48131982795877
but,0.25,0.3195,23.82152294740081,0.3433215229474008,93.32152294740081
the,0.38,0.47925,24.25319910980761,0.5035031991098076,123.50319910980755
dusk,0.83,0.79875,28.545879991725087,0.827295879991725,-2.704120008274913
in,1.63,1.75725,20.461206091567874,1.7777112060915679,147.71120609156796
the,1.73,2.07675,20.29087394475937,2.0970408739447595,367.0408739447595
covered,3.0,3.03525,21.279335021972656,3.0565293350219727,56.529335021972656
over,3.25,3.35475,19.29082814604044,3.3740408281460406,124.04082814604055
his,3.44,3.5145,19.32358695194125,3.533823586951941,93.82358695194127
thoughts,3.98,3.99375,19.27369204349816,4.0130236920434985,33.02369204349853
the,4.86,4.95225,19.1948302090168,4.971444830209017,111.44483020901674
bell,5.16,5.59125,21.614322904497385,5.612864322904497,452.8643229044969
rang,5.54,5.59125,21.614322904497385,5.612864322904497,72.86432290449696
then,0.46,0.639,23.94114900380373,0.6629411490038037,202.94114900380373
you,0.52,0.79875,24.322059005498886,0.8230720590054988,303.07205900549883
can,0.7,0.9585,24.080222006887197,0.9825802220068872,282.58022200688725
ask,0.98,1.11825,24.188261944800615,1.1424382619448006,162.4382619448006
him,1.1,1.278,24.181464919820428,1.3021814649198205,202.18146491982037
questions,1.65,1.917,20.146175986155868,1.937146175986156,287.146175986156
on,1.74,1.917,20.146175986155868,1.937146175986156,197.14617598615592
the,1.84,2.07675,19.652580143883824,2.096402580143884,256.4025801438838
catechism,2.48,2.71575,19.096751930192113,2.734846751930192,254.84675193019203
stephen,1.06,1.917,22.3828530870378,1.9393828530870378,879.3828530870378
leaning,1.85,1.917,22.3828530870378,1.9393828530870378,89.38285308703774
back,2.27,2.39625,20.135808968916535,2.4163858089689167,146.38580896891673
and,2.4,2.71575,20.17160621471703,2.735921606214717,335.92160621471703
drawing,2.81,2.8755,21.26700896769762,2.896767008967698,86.76700896769773
idly,3.27,3.5145,21.979918936267495,3.5364799189362675,266.47991893626744
on,3.4,3.5145,21.979918936267495,3.5364799189362675,136.47991893626755
his,3.56,3.67425,20.97638207487762,3.6952263820748774,135.22638207487736
scribbler,4.12,4.31325,21.64928801357746,4.3348992880135775,214.89928801357738
listened,4.85,4.95225,22.456962149590254,4.9747069621495905,124.70696214959088
to,5.06,5.27175,30.929859960451722,5.302679859960452,242.67985996045206
the,5.16,5.27175,30.929859960451722,5.302679859960452,142.67985996045152
talk,5.49,5.91075,26.81551198475063,5.937565511984751,447.5655119847506
about,5.82,5.91075,26.81551198475063,5.937565511984751,117.56551198475051
him,6.12,6.0705,25.30163014307618,6.095801630143076,-24.198369856923918
which,6.38,6.39,27.16337190940976,6.417163371909409,37.16337190940955
heron,6.8,7.18875,23.71778106316924,7.212467781063169,412.4677810631692
checked,7.19,7.3485,22.38899888470769,7.370888998884707,180.8889988847069
from,7.38,7.50825,21.87351486645639,7.530123514866457,150.12351486645682
time,7.66,7.668,20.32551309093833,7.6883255130909385,28.325513090938337
to,7.74,7.82775,20.269490079954267,7.848019490079954,108.01949007995404
time,8.11,8.14725,19.09596286714077,8.16634596286714,56.345962867141
by,8.31,8.46675,19.12680407986045,8.48587680407986,175.87680407985928
saying,8.7,8.78625,20.24875208735466,8.806498752087355,106.49875208735615
it,0.66,0.79875,26.039927965030074,0.82478992796503,164.78992796503002
was,0.78,0.9585,26.09267015941441,0.9845926701594144,204.5926701594144
strange,1.39,1.43775,21.878340048715472,1.4596283400487156,69.62834004871566
too,1.76,1.75725,19.460692070424557,1.7767106920704245,16.71069207042453
that,2.21,2.39625,20.59208508580923,2.4168420850858094,206.8420850858095
he,2.32,2.39625,20.59208508580923,2.4168420850858094,96.8420850858096
found,2.77,2.71575,19.429256906732917,2.735179256906733,-34.82074309326721
an,2.91,3.03525,19.377395045012236,3.0546273950450122,144.6273950450121
arid,3.3,3.5145,21.186082856729627,3.5356860828567296,235.68608285672977
pleasure,3.81,3.834,19.405792001634836,3.853405792001635,43.40579200163486
in,3.98,4.1535,19.168454920873046,4.172668454920873,192.66845492087324
following,4.56,4.63275,19.204857060685754,4.6519548570606855,91.95485706068584
up,4.79,4.95225,19.26942286081612,4.971519422860816,181.51942286081635
to,4.91,5.112,20.154532976448536,5.132154532976449,222.15453297644848
the,5.06,5.112,20.154532976448536,5.132154532976449,72.15453297644902
end,5.46,5.59125,19.581625005230308,5.61083162500523,150.83162500522997
the,5.84,6.0705,20.27441607788205,6.090774416077882,250.7744160778822
rigid,6.21,6.39,20.211405819281936,6.410211405819282,200.21140581928165
lines,6.73,6.86925,20.348945865407586,6.889598945865408,159.59894586540725
of,6.84,7.029,21.544132847338915,7.050544132847339,210.54413284733897
the,6.93,7.029,21.544132847338915,7.050544132847339,120.54413284733911
of,7.62,7.82775,21.579653024673462,7.8493296530246734,229.32965302467335
the,7.71,7.82775,21.579653024673462,7.8493296530246734,139.3296530246735
church,8.13,8.14725,20.744831999763846,8.167994831999764,37.994831999762724
and,8.62,8.78625,20.476357080042362,8.806726357080043,186.72635708004393
penetrating,9.38,9.42525,21.50524198077619,9.446755241980776,66.75524198077554
into,9.71,9.74475,20.369171164929867,9.76511917116493,55.119171164928815
obscure,10.28,10.5435,20.404913928359747,10.56390491392836,283.90491392836026
silences,11.09,11.02275,21.618160884827375,11.044368160884828,-45.63183911517221
only,11.53,11.502,22.635089000687003,11.524635089000688,-5.3649109993116895
to,11.67,11.8215,21.5382541064173,11.843038254106418,173.0382541064177
hear,12.18,12.141,22.558792028576136,12.163558792028576,-16.441207971423566
and,12.38,12.4605,21.523881936445832,12.482023881936446,102.02388193644474
feel,12.84,12.78,20.235707983374596,12.800235707983374,-39.7642920166259
the,12.92,13.25925,19.32582911103964,13.27857582911104,358.57582911103947
more,13.15,13.419,19.567480077967048,13.438567480077968,288.56748007796716
deeply,13.64,13.7385,19.58429184742272,13.758084291847423,118.0842918474223
his,13.92,14.058,19.388993037864566,14.077388993037864,157.38899303786445
own,14.25,14.21775,19.574319012463093,14.237324319012464,-12.675680987536353
condemnation,15.17,15.72,17.85211800597608,15.737852118005977,567.8521180059768
the,0.64,0.79875,25.06059897132218,0.8238105989713221,183.81059897132212
sentence,1.13,1.278,23.231083992868662,1.3012310839928687,171.2310839928688
of,1.27,1.43775,31.54935291968286,1.469299352919683,199.29935291968292
saint,1.62,1.75725,22.27165107615292,1.779521651076153,159.5216510761528
james,2.08,2.2365,19.0360969863832,2.255536096986383,175.53609698638306
which,2.61,2.71575,18.89384794048965,2.7346438479404895,124.64384794048966
says,2.99,3.03525,20.35920601338148,3.0556092060133815,65.60920601338127
that,3.17,3.195,20.05048794671893,3.2150504879467188,45.050487946718846
he,3.47,3.5145,20.30337997712195,3.534803379977122,64.80337997712171
who,3.73,3.834,20.328695885837078,3.854328695885837,124.32869588583716
offends,4.22,4.31325,23.04340386763215,4.336293403867632,116.29340386763243
against,4.62,4.63275,20.570825086906552,4.653320825086906,33.32082508690615
one,4.89,5.112,19.59433709271252,5.131594337092713,241.59433709271295
commandment,5.48,5.59125,19.425543025135994,5.610675543025136,130.67554302513517
becomes,5.88,6.0705,19.45742010138929,6.089957420101389,209.9574201013894
guilty,6.31,6.39,22.115812869742513,6.412115812869742,102.11581286974258
of,6.46,6.54975,19.809299148619175,6.56955929914862,109.55929914861962
all,6.91,7.029,19.20698513276875,7.048206985132769,138.20698513276852
had,7.37,7.50825,19.912363961338997,7.528162363961339,158.1623639613392
seemed,7.72,7.82775,20.34322894178331,7.848093228941783,128.09322894178354
to,7.81,7.9875,19.298847997561097,8.006798847997562,196.7988479975622
him,8.11,8.14725,19.356141099706292,8.166606141099706,56.60614109970652
first,8.58,8.6265,19.13442206569016,8.64563442206569,65.63442206569015
a,8.7,9.10575,19.60386917926371,9.125353869179264,425.35386917926485
swollen,9.31,9.42525,21.459272829815745,9.446709272829816,136.70927282981538
phrase,9.76,9.9045,22.606009850278497,9.927106009850279,167.10600985027924
until,10.44,10.5435,20.34908812493086,10.56384908812493,123.84908812493123
he,10.62,10.70325,19.36634909361601,10.722616349093617,102.61634909361739
had,10.79,10.863,19.41730990074575,10.882417309900745,92.41730990074615
begun,11.2,11.1825,21.5568661224097,11.204056866122409,4.05686612240963
to,11.33,11.502,19.32004210539162,11.521320042105392,191.32004210539222
in,11.82,11.98125,20.427930168807507,12.001677930168807,181.6779301688065
the,11.94,12.141,19.433435052633286,12.160433435052633,220.4334350526338
darkness,12.46,12.4605,19.46149580180645,12.479961495801806,19.961495801805285
of,12.54,12.78,20.219423109665513,12.800219423109665,260.21942310966574
